fichero,url,delta_sg,calificacion
20250530_28028301_IES ARQUITECTO PEDRO GUMIEL_url_web_NTP.json,http://www.educa.madrid.org/ies.arquitectopedro.alcala,0.465666,9.84
20250530_28028350_IES MARIA MOLINER_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mariamoliner.coslada/,-0.242123,9.92
20250530_28028350_IES MARIA MOLINER_url_web_NTP.json,http://www.educa.madrid.org/ies.mariamoliner.coslada,0.215358,9.93
20250530_28028374_IES DIONISIO AGUADO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.dionisioaguado.fuenlabrada/,-0.415818,9.86
20250530_28028374_IES DIONISIO AGUADO_url_web_NTP.json,http://www.educa.madrid.org/ies.dionisioaguado.fuenlabrada,-0.144886,9.95
20250530_28028404_IES BUTARQUE_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.butarque.leganes/,0.128545,9.96
20250530_28028404_IES BUTARQUE_url_web_NTP.json,http://www.educa.madrid.org/ies.butarque.leganes,-0.159375,9.95
20250530_28028428_IES AVENIDA DE LOS TOREROS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.avenidadelostor.madrid/,-0.017351,9.99
20250530_28028428_IES AVENIDA DE LOS TOREROS_url_web_NTP.json,http://www.educa.madrid.org/ies.avenidadelostor.madrid,-10.88005,6.37
20250530_28028431_IES MARIANO JOSE DE LARRA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.larra.madrid/,0.159703,9.95
20250530_28028431_IES MARIANO JOSE DE LARRA_url_web_NTP.json,http://www.educa.madrid.org/ies.larra.madrid,-0.779446,9.74
20250530_28028453_IES LA ESTRELLA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.laestrella.madrid/,-0.567841,9.81
20250530_28028453_IES LA ESTRELLA_url_web_NTP.json,http://www.educa.madrid.org/ies.laestrella.madrid,1.392037,9.54
20250530_28028465_IES SAN JUAN BAUTISTA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sanjuanbautista.madrid/,-0.033356,9.99
20250530_28028465_IES SAN JUAN BAUTISTA_url_web_NTP.json,http://www.educa.madrid.org/ies.sanjuanbautista.madrid,-0.17347,9.94
20250530_28028477_IES JAIME VERA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.jaimevera.madrid/,0.122826,9.96
20250530_28028477_IES JAIME VERA_url_web_NTP.json,http://www.educa.madrid.org/ies.jaimevera.madrid,0.415959,9.86
20250530_28028568_IES MANUEL DE FALLA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.manueldefalla.mostoles/,-0.534887,9.82
20250530_28028568_IES MANUEL DE FALLA_url_web_NTP.json,http://www.educa.madrid.org/ies.manueldefalla.mostoles,1.72385,9.43
20250530_28028571_IES LAS ROZAS I_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.uno.lasrozas/,-0.502412,9.83
20250530_28028571_IES LAS ROZAS I_url_web_NTP.json,http://www.educa.madrid.org/ies.uno.lasrozas,-11.538294,6.15
20250530_28028611_IES GONZALO TORRENTE BALLESTER_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.torrenteballest.sansebastian/,-0.432428,9.86
20250530_28028611_IES GONZALO TORRENTE BALLESTER_url_web_NTP.json,http://www.educa.madrid.org/ies.torrenteballest.sansebastian,1.923799,9.36
20250530_28028672_IES RAMIRO DE MAEZTU_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ramirodemaeztu.madrid/,-0.510064,9.83
20250530_28028672_IES RAMIRO DE MAEZTU_url_web_NTP.json,http://www.educa.madrid.org/ies.ramirodemaeztu.madrid,-0.429235,9.86
20250530_28028684_IES JUAN DE HERRERA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juandeherrera.sanlorenzo/,-0.461054,9.85
20250530_28028684_IES JUAN DE HERRERA_url_web_NTP.json,http://www.educa.madrid.org/ies.juandeherrera.sanlorenzo,-0.188601,9.94
20250530_28030137_IES FORTUNY_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.fortuny.madrid/,0.243571,9.92
20250530_28030137_IES FORTUNY_url_web_NTP.json,http://www.educa.madrid.org/ies.fortuny.madrid,-0.840094,9.72
20250530_28030149_IES CIUDAD DE LOS POETAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.ciudaddelospoetas.madrid/,-0.038862,9.99
20250530_28030149_IES CIUDAD DE LOS POETAS_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudaddelospoetas.madrid,-0.154832,9.95
20250530_28030150_IES RAMON Y CAJAL_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.ramonycajal.madrid/,-0.331237,9.89
20250530_28030150_IES RAMON Y CAJAL_url_web_NTP.json,http://www.educa.madrid.org/ies.ramonycajal.madrid,1.033259,9.66
20250530_28030162_IES MIGUEL DELIBES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.delibes.madrid/,-0.436081,9.85
20250530_28030162_IES MIGUEL DELIBES_url_web_NTP.json,http://www.educa.madrid.org/ies.delibes.madrid,-11.20437,6.27
20250530_28030174_IES CELESTINO MUTIS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.celestinomutis.madrid/,-0.278566,9.91
20250530_28030174_IES CELESTINO MUTIS_url_web_NTP.json,http://www.educa.madrid.org/ies.celestinomutis.madrid,-11.017717,6.33
20250530_28030186_IES DAMASO ALONSO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.damasoalonso.madrid/,-0.593856,9.8
20250530_28030186_IES DAMASO ALONSO_url_web_NTP.json,http://www.educa.madrid.org/ies.damasoalonso.madrid,0.292214,9.9
20250530_28030216_IES HUMANEJOS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.humanejos.parla/,-0.308811,9.9
20250530_28030216_IES HUMANEJOS_url_web_NTP.json,https://www.ieshumanejos.com,3.662184,8.78
20250530_28030228_IES LEON FELIPE_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.leonfelipe.torrejondeardoz/,-0.533731,9.82
20250530_28030228_IES LEON FELIPE_url_web_NTP.json,http://www.educa.madrid.org/ies.leonfelipe.torrejondeardoz,0.019405,9.99
20250530_28030241_IES PRADO DE SANTO DOMINGO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.pradodesantodomingo.alcorcon/,-0.119294,9.96
20250530_28030241_IES PRADO DE SANTO DOMINGO_url_web_NTP.json,http://www.educa.madrid.org/ies.pradodesantodomingo.alcorcon,-11.205768,6.26
20250530_28030575_IES ARTURO SORIA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.arturosoria.madrid/,-0.43807,9.85
20250530_28030575_IES ARTURO SORIA_url_web_NTP.json,http://www.educa.madrid.org/ies.arturosoria.madrid,-0.582112,9.81
20250530_28030903_IES MATEO ALEMAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.mateoaleman.alcala/,0.249465,9.92
20250530_28030903_IES MATEO ALEMAN_url_web_NTP.json,http://www.educa.madrid.org/ies.mateoaleman.alcala,0.518071,9.83
20250530_28030915_IES GALILEO GALILEI_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.galileogalilei.alcorcon/,0.16163,9.95
20250530_28030915_IES GALILEO GALILEI_url_web_NTP.json,http://www.educa.madrid.org/ies.galileogalilei.alcorcon,-0.194334,9.94
20250530_28030927_IES BLAS DE OTERO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.blasdeotero.madrid/,-0.192395,9.94
20250530_28030927_IES BLAS DE OTERO_url_web_NTP.json,http://www.educa.madrid.org/ies.blasdeotero.madrid,-11.190493,6.27
20250530_28030939_IES SAN MATEO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.sanmateo.madrid/,-0.127465,9.96
20250530_28030939_IES SAN MATEO_url_web_NTP.json,http://www.educa.madrid.org/ies.sanmateo.madrid,4.240309,8.59
20250530_28030952_IES MARIANA PINEDA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.marianapineda.madrid/,-0.572077,9.81
20250530_28030952_IES MARIANA PINEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.marianapineda.madrid,-11.498696,6.17
20250530_28030964_IES VALLECAS-MAGERIT_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.magerit.madrid/,-0.466742,9.84
20250530_28030964_IES VALLECAS-MAGERIT_url_web_NTP.json,https://www.vmagerit.com,-11.203996,6.27
20250530_28030976_IES LAS MUSAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.lasmusas.madrid/,-0.318174,9.89
20250530_28030976_IES LAS MUSAS_url_web_NTP.json,http://www.educa.madrid.org/ies.lasmusas.madrid,-0.036907,9.99
20250530_28031002_IES LEONARDO DA VINCI_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.leonardodavinci.madrid/,0.064362,9.98
20250530_28031002_IES LEONARDO DA VINCI_url_web_NTP.json,http://www.educa.madrid.org/ies.leonardodavinci.madrid,-10.993676,6.34
20250530_28031014_IES MORATALAZ_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.moratalaz.madrid/,0.290975,9.9
20250530_28031014_IES MORATALAZ_url_web_NTP.json,http://www.educa.madrid.org/ies.moratalaz.madrid,0.39041,9.87
20250530_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.hosteleria.madrid/,0.303391,9.9
20250530_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_web_NTP.json,http://www.educa.madrid.org/ies.hosteleria.madrid,0.583376,9.81
20250530_28032471_IES ARQUITECTO PERIDIS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.arquitectoperid.leganes/,-0.59118,9.8
20250530_28032471_IES ARQUITECTO PERIDIS_url_web_NTP.json,http://www.educa.madrid.org/ies.arquitectoperid.leganes,0.449404,9.85
20250530_28032481_IES CIUDAD DE JAEN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddejaen.madrid/,-0.283565,9.91
20250530_28032481_IES CIUDAD DE JAEN_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudaddejaen.madrid,-11.292066,6.24
20250530_28032501_IES LEONARDO DA VINCI_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.leonardodavinci.majadahonda/,-0.189614,9.94
20250530_28032501_IES LEONARDO DA VINCI_url_web_NTP.json,http://www.educa.madrid.org/ies.leonardodavinci.majadahonda,-11.226262,6.26
20250530_28032559_IES ENRIQUE TIERNO GALVAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,-0.566127,9.81
20250530_28032559_IES ENRIQUE TIERNO GALVAN_url_web_NTP.json,http://www.educa.madrid.org/ies.tiernogalvan.parla,-11.18115,6.27
20250530_28033527_IES PRINCIPE FELIPE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.principefelipe.madrid/,-0.29244,9.9
20250530_28033539_IES ALAMEDA DE OSUNA_url_aula_NTP.json,https://www.educa2.madrid.org/web/centro.ies.alamedadeosuna.madrid/aula-virtual,-0.873123,9.71
20250530_28033539_IES ALAMEDA DE OSUNA_url_web_NTP.json,http://www.educa.madrid.org/ies.alamedadeosuna.madrid,0.168745,9.94
20250530_28033552_IES MANUELA MALASAÑA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.malasana.mostoles/,-0.342921,9.89
20250530_28033552_IES MANUELA MALASAÑA_url_web_NTP.json,http://www.educa.madrid.org/ies.malasana.mostoles,-11.366494,6.21
20250530_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.jovellanos.fuenlabrada/,-0.038982,9.99
20250530_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_web_NTP.json,http://www.educa.madrid.org/ies.jovellanos.fuenlabrada,-11.013743,6.33
20250530_28034441_IES SAN ISIDORO DE SEVILLA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.sanisidoro.madrid/,-0.60601,9.8
20250530_28034441_IES SAN ISIDORO DE SEVILLA_url_web_NTP.json,http://www.educa.madrid.org/ies.sanisidoro.madrid,2.493807,9.17
20250530_28034507_IES JORGE GUILLEN_url_web_NTP.json,http://www.educa.madrid.org/ies.jorgeguillen.alcorcon,-0.258993,9.91
20250530_28035305_IES ALONSO QUIJANO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.alonsoquijano.alcala/,-0.594868,9.8
20250530_28035305_IES ALONSO QUIJANO_url_web_NTP.json,http://www.educa.madrid.org/ies.alonsoquijano.alcala,-11.536298,6.15
20250530_28035317_IES JOSE LUIS SAMPEDRO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.sampedro.trescantos/,-0.574103,9.81
20250530_28035317_IES JOSE LUIS SAMPEDRO_url_web_NTP.json,http://www.educa.madrid.org/ies.sampedro.trescantos,0.687707,9.77
20250530_28035330_IES JUAN DE VILLANUEVA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juandevillanuev.madrid/,-0.425635,9.86
20250530_28035330_IES JUAN DE VILLANUEVA_url_web_NTP.json,http://www.educa.madrid.org/ies.juandevillanuev.madrid,-0.171147,9.94
20250530_28035342_IES LA DEHESILLA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.ladehesilla.cercedilla/,0.188509,9.94
20250530_28035342_IES LA DEHESILLA_url_web_NTP.json,http://www.educa.madrid.org/ies.ladehesilla.cercedilla,0.24673,9.92
20250530_28036978_IES LA ARBOLEDA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.laarboleda.alcorcon/,-0.441176,9.85
20250530_28036978_IES LA ARBOLEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.laarboleda.alcorcon,-11.397656,6.2
20250530_28036981_IES LA POVEDA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.lapoveda.arganda/,-0.589811,9.8
20250530_28036981_IES LA POVEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.lapoveda.arganda,-11.549963,6.15
20250530_28036991_IES ANGEL CORELLA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.angelcorella.colmenarviejo/,-0.118686,9.96
20250530_28036991_IES ANGEL CORELLA_url_web_NTP.json,http://www.educa.madrid.org/ies.angelcorella.colmenarviejo,-11.0887,6.3
20250530_28037004_IES ENRIQUE TIERNO GALVAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,0.311757,9.9
20250530_28037004_IES ENRIQUE TIERNO GALVAN_url_web_NTP.json,http://www.educa.madrid.org/ies.tiernogalvan.leganes,-11.602421,6.13
20250530_28037016_IES CIUDAD DE LOS ÁNGELES_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddelosangeles.madrid/,-0.174768,9.94
20250530_28037016_IES CIUDAD DE LOS ÁNGELES_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudaddelosangeles.madrid,-11.16815,6.28
20250530_28037028_IES ROSA CHACEL_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.rosachacel.madrid/,0.171823,9.94
20250530_28037028_IES ROSA CHACEL_url_web_NTP.json,http://www.educa.madrid.org/ies.rosachacel.madrid,-10.697726,6.43
20250530_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.antoniodomingue.madrid/,0.259168,9.91
20250530_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_web_NTP.json,http://www.educa.madrid.org/ies.antoniodomingue.madrid,-10.73968,6.42
20250530_28037041_IES JOAQUÍN RODRIGO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.joaquinrodrigo.madrid/,-0.044422,9.99
20250530_28037041_IES JOAQUÍN RODRIGO_url_web_NTP.json,http://www.educa.madrid.org/ies.joaquinrodrigo.madrid,-10.889535,6.37
20250530_28037053_IES PRADOLONGO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.pradolongo.madrid/,0.232113,9.92
20250530_28037053_IES PRADOLONGO_url_web_NTP.json,http://www.educa.madrid.org/ies.pradolongo.madrid,-0.65968,9.78
20250530_28037065_IES REY FERNANDO VI_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.reyfernando.sanfernando/,-0.025231,9.99
20250530_28037065_IES REY FERNANDO VI_url_web_NTP.json,http://www.educa.madrid.org/ies.reyfernando.sanfernando,0.283207,9.91
20250530_28037077_IES VICTORIA KENT_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.victoriakent.torrejondeardoz/,0.078372,9.97
20250530_28037077_IES VICTORIA KENT_url_web_NTP.json,http://www.educa.madrid.org/ies.victoriakent.torrejondeardoz,0.869231,9.71
20250530_28037089_IES DIEGO VELAZQUEZ_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.velazquez.torrelodones/,-0.113003,9.96
20250530_28037089_IES DIEGO VELAZQUEZ_url_web_NTP.json,https://www.educa2.madrid.org/web/diego-velazquez,-0.800901,9.73
20250530_28038070_IES VIRGEN DE LA PAZ_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.lapaz.alcobendas/,0.305649,9.9
20250530_28038070_IES VIRGEN DE LA PAZ_url_web_NTP.json,http://www.educa.madrid.org/ies.lapaz.alcobendas,0.764995,9.75
20250530_28038100_IES LUIS BUÑUEL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.luisbunuel.alcorcon/,-0.301177,9.9
20250530_28038100_IES LUIS BUÑUEL_url_web_NTP.json,http://www.educa.madrid.org/ies.luisbunuel.alcorcon,-11.135196,6.29
20250530_28038151_IES RAFAEL ALBERTI_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.alberti.coslada/,0.112534,9.96
20250530_28038151_IES RAFAEL ALBERTI_url_web_NTP.json,http://www.educa.madrid.org/ies.alberti.coslada,0.874817,9.71
20250530_28038215_IES CARPE DIEM_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.carpediem.fuenlabrada/,-0.538502,9.82
20250530_28038215_IES CARPE DIEM_url_web_NTP.json,http://www.educa.madrid.org/ies.carpediem.getafe,-0.236747,9.92
20250530_28038227_IES CLARA CAMPOAMOR_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.claracampoamor.mostoles/,-0.402612,9.87
20250530_28038227_IES CLARA CAMPOAMOR_url_web_NTP.json,http://www.educa.madrid.org/ies.claracampoamor.getafe,-0.117796,9.96
20250530_28038291_IES SALVADOR DALI_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.salvadordali.leganes/,-0.414358,9.86
20250530_28038291_IES SALVADOR DALI_url_web_NTP.json,http://www.educa.madrid.org/ies.salvadordali.leganes,-0.143946,9.95
20250530_28038306_IES SIGLO XXI_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sigloveintiuno.leganes/,-0.091963,9.97
20250530_28038306_IES SIGLO XXI_url_web_NTP.json,http://www.educa.madrid.org/ies.sigloveintiuno.leganes,-10.86781,6.38
20250530_28038355_IES MIRASIERRA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mirasierra.madrid/,-0.626503,9.79
20250530_28038355_IES MIRASIERRA_url_web_NTP.json,http://www.educa.madrid.org/ies.mirasierra.madrid,-11.569953,6.14
20250530_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.tomasyvaliente.madrid/,-0.293377,9.9
20250530_28038367_IES FRANCISCO TOMAS Y VALIENTE_url_web_NTP.json,http://www.educa.madrid.org/ies.tomasyvaliente.madrid,-0.017085,9.99
20250530_28038379_IES ISLAS FILIPINAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.islasfilipinas.madrid/,-0.654725,9.78
20250530_28038379_IES ISLAS FILIPINAS_url_web_NTP.json,http://www.educa.madrid.org/ies.islasfilipinas.madrid,-0.794959,9.74
20250530_28038422_IES LUIS BUÑUEL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.luisbunuel.mostoles/,0.223962,9.93
20250530_28038422_IES LUIS BUÑUEL_url_web_NTP.json,http://www.educa.madrid.org/ies.luisbunuel.mostoles,0.508638,9.83
20250530_28038446_IES NARCIS MONTURIOL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.narcismonturiol.parla/,-0.338727,9.89
20250530_28038446_IES NARCIS MONTURIOL_url_web_NTP.json,http://www.educa.madrid.org/ies.narcismonturiol.parla,-0.288377,9.9
20250530_28038616_IES JAIME FERRAN CLUA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.jaimeferran.sanfernando/,-0.349973,9.88
20250530_28038616_IES JAIME FERRAN CLUA_url_web_NTP.json,http://www.educa.madrid.org/ies.jaimeferran.sanfernando,-0.256228,9.91
20250530_28038801_IES MARIA DE MOLINA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mariademolina.madrid/,0.133548,9.96
20250530_28038801_IES MARIA DE MOLINA_url_web_NTP.json,http://www.educa.madrid.org/ies.mariademolina.madrid,-0.009528,10.0
20250530_28038811_IES ANTONIO MACHADO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.machado.alcala/,0.145484,9.95
20250530_28038811_IES ANTONIO MACHADO_url_web_NTP.json,https://iesmachado.org/web%20insti/index_v10.php,0.278282,9.91
20250530_28038823_IES ISAAC NEWTON_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.newton.madrid/,-0.426676,9.86
20250530_28038823_IES ISAAC NEWTON_url_web_NTP.json,http://www.educa.madrid.org/ies.newton.madrid,-11.336967,6.22
20250530_28038835_IES ISIDRA DE GUZMÁN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.isidradeguzman.alcala/,0.246457,9.92
20250530_28038835_IES ISIDRA DE GUZMÁN_url_web_NTP.json,http://www.educa.madrid.org/ies.isidradeguzman.alcala,-0.876886,9.71
20250530_28038847_IES SEVERO OCHOA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.severoochoa.alcobendas/,-0.6095,9.8
20250530_28038847_IES SEVERO OCHOA_url_web_NTP.json,http://www.educa.madrid.org/ies.severoochoa.alcobendas,0.628629,9.79
20250530_28038859_IES PARQUE DE LISBOA_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.parquelisboa.alcorcon/,-0.07265,9.98
20250530_28038859_IES PARQUE DE LISBOA_url_web_NTP.json,http://www.educa.madrid.org/ies.parquelisboa.alcorcon,-0.247489,9.92
20250530_28038860_IES LA SERNA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.laserna.fuenlabrada/,-0.115981,9.96
20250530_28038860_IES LA SERNA_url_web_NTP.json,http://www.educa.madrid.org/ies.laserna.fuenlabrada,-0.367531,9.88
20250530_28038872_IES LA FORTUNA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.lafortuna.leganes/,-0.226708,9.92
