fichero,url,delta_sg,calificacion
20250909_28075510_IES JOSE GARCIA NIETO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.josegarcianieto.lasrozas/,0.918608,9.69
20250909_28075510_IES JOSE GARCIA NIETO_url_web_NTP.json,http://www.educa.madrid.org/ies.josegarcianieto.lasrozas,-26.310618,1.23
20250909_28076368_IES ALFREDO KRAUS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.alfredokraus.madrid/,1.348275,9.55
20250909_28076368_IES ALFREDO KRAUS_url_web_NTP.json,http://www.educa.madrid.org/ies.alfredokraus.madrid,3.679244,8.77
20250909_28076371_IES JUAN RAMON JIMÉNEZ_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.juanramonjimenez.madrid/,0.680866,9.77
20250909_28076371_IES JUAN RAMON JIMÉNEZ_url_web_NTP.json,http://site.educa.madrid.org/ies.juanramonjimenez.madrid/,-26.796484,1.07
20250909_28076381_IES MARIE CURIE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mariecurie.loeches/,1.122037,9.63
20250909_28076381_IES MARIE CURIE_url_web_NTP.json,http://www.educa.madrid.org/ies.mariecurie.loeches,1.24857,9.58
20250909_28077269_IES MARIA RODRIGO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.mariarodrigo.madrid/,0.950028,9.68
20250909_28077269_IES MARIA RODRIGO_url_web_NTP.json,http://www.educa.madrid.org/ies.mariarodrigo.madrid,-26.274335,1.24
20250909_28077491_IES MONTSERRAT CABALLE_url_aula_NTP.json,https://aulavirtual38.educa.madrid.org/ies.montserratcaballe.trescantos/,0.654341,9.78
20250909_28077491_IES MONTSERRAT CABALLE_url_web_NTP.json,http://www.educa.madrid.org/ies.montserratcaballe.trescantos,3.643551,8.79
20250909_28077889_IES MALALA YOUSAFZAI_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.malalayousafzai.madrid/,0.561093,9.81
20250909_28077889_IES MALALA YOUSAFZAI_url_web_NTP.json,http://www.educa.madrid.org/ies.malalayousafzai.madrid,-26.732344,1.09
20250909_28077890_IES SIMONE VEIL_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.simoneveil.paracuellos/,1.179606,9.61
20250909_28077890_IES SIMONE VEIL_url_web_NTP.json,http://www.educa.madrid.org/ies.simoneveil.paracuellos,-26.84022,1.05
20250909_28077907_IES AFRICA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.africa.fuenlabrada/,0.758997,9.75
20250909_28077907_IES AFRICA_url_web_NTP.json,http://www.educa.madrid.org/ies.africa.fuenlabrada,0.925877,9.69
20250909_28078031_IES ISABEL LA CATOLICA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.isabellacatolica.boadilla/,1.406803,9.53
20250909_28078031_IES ISABEL LA CATOLICA_url_web_NTP.json,http://www.educa.madrid.org/ies.isabellacatolica.boadilla,2.422793,9.19
20250909_28078043_IES GLORIA FUERTES_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.gloriafuertes.alcobendas/,1.3992,9.53
20250909_28078043_IES GLORIA FUERTES_url_web_NTP.json,http://site.educa.madrid.org/ies.gloriafuertes.alcobendas/,-26.939168,1.02
20250909_28078547_IES ELISA SORIANO FISCHER_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.elisasorianofischer.getafe/,0.955063,9.68
20250909_28078547_IES ELISA SORIANO FISCHER_url_web_NTP.json,http://www.educa.madrid.org/ies.elisasorianofischer.getafe,-26.940823,1.02
20250909_28078559_IES ANTONIO FRAGUAS FORGES_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.forges.madrid/,1.351733,9.55
20250909_28078559_IES ANTONIO FRAGUAS FORGES_url_web_NTP.json,http://www.educa.madrid.org/ies.forges.madrid,0.453041,9.85
20250909_28079357_IES JANE GOODALL_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.janegoodall.madrid/,1.18439,9.61
20250909_28079357_IES JANE GOODALL_url_web_NTP.json,http://www.educa.madrid.org/ies.janegoodall.madrid,-27.014572,1.0
20250909_28079370_IES ANA FRANK_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.anafrank.madrid/,1.261442,9.58
20250909_28079370_IES ANA FRANK_url_web_NTP.json,https://site.educa.madrid.org/ies.anafrank.madrid/,-27.166708,0.94
20250909_28079382_IES ADA BYRON_url_web_NTP.json,http://www.educa.madrid.org/ies.adabyron.madrid,0.95037,9.68
20250909_28079394_IES FRANCISCA DE PEDRAZA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.franciscadepedraza.alcala/,0.993149,9.67
20250909_28079394_IES FRANCISCA DE PEDRAZA_url_web_NTP.json,http://www.educa.madrid.org/ies.franciscadepedraza.alcala,1.825386,9.39
20250909_28079400_IES JUAN BAUTISTA MONEGRO_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.juanbautistamonegro.torrejondeardoz/,0.636173,9.79
20250909_28079400_IES JUAN BAUTISTA MONEGRO_url_web_NTP.json,http://www.educa.madrid.org/ies.juanbautistamonegro.torrejondeardoz,-26.540015,1.15
20250909_28080025_IES JOSE PEDRO PEREZ LLORCA_url_aula_NTP.json,http://aulavirtual3.educa.madrid.org/ies.josepedroperezllorca.parla,1.099758,9.63
20250909_28080025_IES JOSE PEDRO PEREZ LLORCA_url_web_NTP.json,http://www.educa.madrid.org/ies.josepedroperezllorca.parla,2.057642,9.31
20250909_28080037_IES BLANCA FERNANDEZ OCHOA_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.blancafdezochoa.madrid/,0.609645,9.8
20250909_28080037_IES BLANCA FERNANDEZ OCHOA_url_web_NTP.json,http://www.educa.madrid.org/ies.blancafdezochoa.madrid,-26.536856,1.15
20250909_28080050_IES TORCUATO FERNANDEZ MIRANDA_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.torcuatofdezmiranda.arroyomolinos/,1.473434,9.51
20250909_28080050_IES TORCUATO FERNANDEZ MIRANDA_url_web_NTP.json,http://www.educa.madrid.org/ies.torcuatofdezmiranda.arroyomolinos,4.402806,8.53
20250909_28080141_IES CENTRO INTEGRAL DE FORMACION PROFESIONAL A DISTANCIA IGNACIO ELLACURIA_url_aula_NTP.json,https://aulavirtual37.educa.madrid.org/ies.ignacioellacuria.alcorcon/,0.612333,9.8
20250909_28080141_IES CENTRO INTEGRAL DE FORMACION PROFESIONAL A DISTANCIA IGNACIO ELLACURIA_url_web_NTP.json,http://www.educa.madrid.org/ies.ignacioellacuria.alcorcon,-26.87234,1.04
20250909_28080517_IES ISIDRA DE GUZMAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.isidradeguzman.alcala/,0.733037,9.76
20250909_28080517_IES ISIDRA DE GUZMAN_url_web_NTP.json,http://www.educa.madrid.org/ies.isidradeguzman.alcala,1.400985,9.53
20250909_28080967_IES MARIA GOYRI GOYRI_url_aula_NTP.json,https://aulavirtual38.educa.madrid.org/ies.mariagoyrigoyri.madrid/,0.964967,9.68
20250909_28080967_IES MARIA GOYRI GOYRI_url_web_NTP.json,http://www.educa.madrid.org/ies.mariagoyrigoyri.madrid,-27.01492,1.0
20250909_28082307_IES  EL BOALO_url_aula_NTP.json,http://aulavirtual3.educa.madrid.org/ies.elboalo,1.290706,9.57
20250909_28082307_IES  EL BOALO_url_web_NTP.json,http://www.educa.madrid.org/ies.elboalo,2.658531,9.11
20250911_28000364_IES COMPLUTENSE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.complutense.alcala/,1.401856,9.53
20250911_28000364_IES COMPLUTENSE_url_web_NTP.json,http://www.educa.madrid.org/ies.complutense.alcala,2.68238,9.11
20250911_28000467_IES ALONSO DE AVELLANEDA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.alonsodeavellan.alcala/,0.776929,9.74
20250911_28000467_IES ALONSO DE AVELLANEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.alonsodeavellan.alcala,0.697111,9.77
20250911_28000522_IES ANTONIO MACHADO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.machado.alcala/,0.575808,9.81
20250911_28000522_IES ANTONIO MACHADO_url_web_NTP.json,http://www.educa.madrid.org/ies.machado.alcala,0.43948,9.85
20250911_28000753_IES FRANCISCO GINER DE LOS RIOS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ginerdelosrios.alcobendas/,1.213076,9.6
20250911_28000753_IES FRANCISCO GINER DE LOS RIOS_url_web_NTP.json,http://www.educa.madrid.org/ies.ginerdelosrios.alcobendas,1.10903,9.63
20250911_28001629_IES DOMENICO SCARLATTI_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.domenicoscarlat.aranjuez/,0.956528,9.68
20250911_28001629_IES DOMENICO SCARLATTI_url_web_NTP.json,http://www.educa.madrid.org/ies.domenicoscarlat.aranjuez,1.717457,9.43
20250911_28001678_IES JORGE MANRIQUE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.jorgemanrique.trescantos/,0.531967,9.82
20250911_28001678_IES JORGE MANRIQUE_url_web_NTP.json,http://www.educa.madrid.org/ies.jorgemanrique.trescantos,0.522005,9.83
20250911_28001769_IES EL CARRASCAL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.elcarrascal.arganda/,1.004824,9.67
20250911_28001769_IES EL CARRASCAL_url_web_NTP.json,http://www.educa.madrid.org/ies.elcarrascal.arganda,2.023153,9.33
20250911_28002181_IES JUAN CARLOS I_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juancarlosprimero.ciempozuelos/,0.463788,9.85
20250911_28002181_IES JUAN CARLOS I_url_web_NTP.json,http://www.educa.madrid.org/ies.juancarlosprimero.ciempozuelos,1.585123,9.47
20250911_28002312_IES MARQUES DE SANTILLANA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.marquesdesantil.colmenarviejo/,1.089018,9.64
20250911_28002312_IES MARQUES DE SANTILLANA_url_web_NTP.json,http://www.educa.madrid.org/ies.marquesdesantil.colmenarviejo,0.971124,9.68
20250911_28002415_IES JAIME FERRAN_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.jaimeferran.colladovillalba/,0.442333,9.85
20250911_28002415_IES JAIME FERRAN_url_web_NTP.json,http://www.educa.madrid.org/ies.jaimeferran.colladovillalba,0.674314,9.78
20250911_28002580_IES MIGUEL CATALÁN_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.miguelcatalan.coslada/,0.917544,9.69
20250911_28002580_IES MIGUEL CATALÁN_url_web_NTP.json,http://www.educa.madrid.org/ies.miguelcatalan.coslada,2.100629,9.3
20250911_28003201_IES MATEMATICO PUIG ADAM_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.puigadam.getafe/,0.446526,9.85
20250911_28003201_IES MATEMATICO PUIG ADAM_url_web_NTP.json,http://www.educa.madrid.org/ies.puigadam.getafe,0.584368,9.81
20250911_28003304_IES ALARNES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.alarnes.getafe/,1.346711,9.55
20250911_28003304_IES ALARNES_url_web_NTP.json,http://www.educa.madrid.org/ies.alarnes.getafe,1.988749,9.34
20250911_28003882_IES JOSE DE CHURRIGUERA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.churriguera.leganes/,0.490601,9.84
20250911_28003882_IES JOSE DE CHURRIGUERA_url_web_NTP.json,http://www.educa.madrid.org/ies.churriguera.leganes,0.485377,9.84
20250911_28003894_IES LUIS VIVES_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.luisvives.leganes/,0.850941,9.72
20250911_28003894_IES LUIS VIVES_url_web_NTP.json,http://www.educa.madrid.org/ies.luisvives.leganes,0.090057,9.97
20250911_28003900_IES MARIA ZAMBRANO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.mariazambrano.leganes/,1.001937,9.67
20250911_28003900_IES MARIA ZAMBRANO_url_web_NTP.json,http://www.educa.madrid.org/ies.mariazambrano.leganes,2.44594,9.18
20250911_28004059_IES CERVANTES_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.cervantes.madrid/,0.547795,9.82
20250911_28004059_IES CERVANTES_url_web_NTP.json,http://www.educa.madrid.org/ies.cervantes.madrid,1.408802,9.53
20250911_28013899_IES EL ESPINILLO _url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.elespinillo.madrid/,1.051655,9.65
20250911_28013899_IES EL ESPINILLO _url_web_NTP.json,http://www.educa.madrid.org/ies.elespinillo.madrid,1.056071,9.65
20250911_28015756_IES VALDEBERNARDO_url_aula_NTP.json,http://aulavirtual3.educa.madrid.org/ies.valdebernardo.madrid,0.792742,9.74
20250911_28015756_IES VALDEBERNARDO_url_web_NTP.json,http://www.educa.madrid.org/ies.valdebernardo.madrid,2.695426,9.1
20250911_28018344_IES SANTA TERESA DE JESUS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.santateresa.madrid/,0.915102,9.69
20250911_28018344_IES SANTA TERESA DE JESUS_url_web_NTP.json,http://www.educa.madrid.org/ies.santateresa.madrid,7.965315,7.34
20250911_28018356_IES SANTAMARCA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.santamarca.madrid/,1.249595,9.58
20250911_28018356_IES SANTAMARCA_url_web_NTP.json,http://www.educa.madrid.org/ies.santamarca.madrid,1.173015,9.61
20250911_28018368_IES SANTA ENGRACIA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.santaengracia.madrid/,1.380996,9.54
20250911_28018368_IES SANTA ENGRACIA_url_web_NTP.json,http://www.educa.madrid.org/ies.santaengracia.madrid,0.62922,9.79
20250911_28018381_IES ORTEGA Y GASSET_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.ortegaygasset.madrid/,0.463069,9.85
20250911_28018381_IES ORTEGA Y GASSET_url_web_NTP.json,http://www.educa.madrid.org/ies.ortegaygasset.madrid,2.019522,9.33
20250911_28018435_IES EMILIO CASTELAR_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.emiliocastelar.madrid/,0.877775,9.71
20250911_28018435_IES EMILIO CASTELAR_url_web_NTP.json,http://www.educa.madrid.org/ies.emiliocastelar.madrid,3.104566,8.97
20250911_28018460_IES ARCIPRESTE DE HITA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.arciprestedehita.madrid/,0.936214,9.69
20250911_28018460_IES ARCIPRESTE DE HITA_url_web_NTP.json,https://www.educa2.madrid.org/web/centro.ies.arciprestedehita.madrid,1.515757,9.49
20250911_28018472_IES SAN CRISTOBAL DE LOS ANGELES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.sancristobal.madrid/,0.651074,9.78
20250911_28018472_IES SAN CRISTOBAL DE LOS ANGELES_url_web_NTP.json,http://www.educa.madrid.org/ies.sancristobal.madrid,0.516445,9.83
20250911_28018484_IES CARLOS MARIA RODRIGUEZ DE VALCARCEL_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.rodriguezdevalcarcel.madrid/,0.476429,9.84
20250911_28018484_IES CARLOS MARIA RODRIGUEZ DE VALCARCEL_url_web_NTP.json,http://www.educa.madrid.org/ies.rodriguezdevalcarcel.madrid,1.282555,9.57
20250911_28018903_IES JOAQUÍN TURINA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.joaquinturina.madrid/,0.840929,9.72
20250911_28018903_IES JOAQUÍN TURINA_url_web_NTP.json,http://www.educa.madrid.org/ies.joaquinturina.madrid,0.79304,9.74
20250911_28019312_IES EL LAGO_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.ellago.madrid/,0.904354,9.7
20250911_28019312_IES EL LAGO_url_web_NTP.json,http://www.educa.madrid.org/ies.ellago.madrid,2.451212,9.18
20250911_28019351_IES SAN FERNANDO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sanfernando.madrid/,1.364314,9.55
20250911_28019351_IES SAN FERNANDO_url_web_NTP.json,https://www.iessanfernando.com,0.469199,9.84
20250911_28019464_IES TIRSO DE MOLINA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.tirsodemolina.madrid/,1.150565,9.62
20250911_28019464_IES TIRSO DE MOLINA_url_web_NTP.json,http://www.educa.madrid.org/ies.tirsodemolina.madrid,0.982437,9.67
20250911_28019889_IES LOPE DE VEGA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.lopedevega.madrid/,1.186387,9.6
20250911_28019889_IES LOPE DE VEGA_url_web_NTP.json,http://www.educa.madrid.org/ies.lopedevega.madrid,1.755266,9.41
20250911_28019971_IES BARAJAS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.barajas.madrid/,0.968968,9.68
20250911_28019971_IES BARAJAS_url_web_NTP.json,http://www.educa.madrid.org/ies.barajas.madrid,0.851343,9.72
20250911_28020119_IES GREGORIO MARAÑON_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.gregoriomaranon.madrid/,0.92336,9.69
20250911_28020119_IES GREGORIO MARAÑON_url_web_NTP.json,http://www.educa.madrid.org/ies.gregoriomaranon.madrid,2.426428,9.19
20250911_28020201_IES BARRIO SIMANCAS_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.barriosimancas.madrid/,0.578927,9.81
20250911_28020201_IES BARRIO SIMANCAS_url_web_NTP.json,http://www.educa.madrid.org/ies.barriosimancas.madrid,0.44386,9.85
20250911_28020341_IES VIRGEN DE LA PALOMA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.lapaloma.madrid/,0.847378,9.72
20250911_28020341_IES VIRGEN DE LA PALOMA_url_web_NTP.json,http://www.educa.madrid.org/ies.lapaloma.madrid,0.085216,9.97
20250911_28020545_IES CONDE DE ORGAZ_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.condedeorgaz.madrid/,0.545668,9.82
20250911_28020545_IES CONDE DE ORGAZ_url_web_NTP.json,http://www.educa.madrid.org/ies.condedeorgaz.madrid,0.460978,9.85
20250911_28020557_IES CARLOS III_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.carlostercero.madrid/,1.314438,9.56
20250911_28020557_IES CARLOS III_url_web_NTP.json,http://www.educa.madrid.org/ies.carlostercero.madrid,1.143873,9.62
20250911_28020570_IES SAN BLAS_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.sanblas.madrid/,1.32544,9.56
20250911_28020570_IES SAN BLAS_url_web_NTP.json,http://www.educa.madrid.org/ies.sanblas.madrid,1.93951,9.35
20250911_28020582_IES GÓMEZ MORENO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.gomezmoreno.madrid/,1.003368,9.67
20250911_28020582_IES GÓMEZ MORENO_url_web_NTP.json,http://www.educa.madrid.org/ies.gomezmoreno.madrid,0.931824,9.69
20250911_28020624_IES REY PASTOR_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.reypastor.madrid/,0.444528,9.85
20250911_28020624_IES REY PASTOR_url_web_NTP.json,http://www.educa.madrid.org/ies.reypastor.madrid,3.118455,8.96
20250911_28020648_IES VALLECAS I_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.vallecasuno.madrid/,0.577162,9.81
20250911_28020648_IES VALLECAS I_url_web_NTP.json,https://site.educa.madrid.org/ies.vallecasuno.madrid/,0.046943,9.98
20250911_28020703_IES ENRIQUE TIERNO GALVAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.madrid/,1.092741,9.64
20250911_28020703_IES ENRIQUE TIERNO GALVAN_url_web_NTP.json,http://www.educa.madrid.org/ies.tiernogalvan.madrid,1.180395,9.61
20250911_28020715_IES PIO BAROJA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.piobaroja.madrid/,1.334866,9.56
20250911_28020715_IES PIO BAROJA_url_web_NTP.json,http://www.educa.madrid.org/ies.piobaroja.madrid,2.384889,9.21
20250911_28020727_IES PARQUE ALUCHE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.parquealuche.madrid/,1.076693,9.64
20250911_28020727_IES PARQUE ALUCHE_url_web_NTP.json,http://www.educa.madrid.org/ies.parquealuche.madrid,0.829074,9.72
20250911_28020739_IES EIJO Y GARAY_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.eijogaray.madrid/,1.424214,9.53
20250911_28020739_IES EIJO Y GARAY_url_web_NTP.json,http://www.educa.madrid.org/ies.eijogaray.madrid,2.621714,9.13
20250911_28020806_IES NUESTRA SEÑORA DE LA ALMUDENA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.almudena.madrid/,0.664094,9.78
20250911_28020806_IES NUESTRA SEÑORA DE LA ALMUDENA_url_web_NTP.json,http://www.educa.madrid.org/ies.almudena.madrid,0.892987,9.7
20250911_28020831_IES TETUAN DE LAS VICTORIAS_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.tetuan.madrid/,0.652148,9.78
20250911_28020831_IES TETUAN DE LAS VICTORIAS_url_web_NTP.json,http://www.educa.madrid.org/ies.tetuan.madrid,0.871479,9.71
20250911_28020855_IES CARDENAL HERRERA ORIA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.cardenalherrera.madrid/,1.164966,9.61
20250911_28020855_IES CARDENAL HERRERA ORIA_url_web_NTP.json,http://www.educa.madrid.org/ies.cardenalherrera.madrid,1.220294,9.59
20250911_28020892_IES BEATRIZ GALINDO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.beatrizgalindo.madrid/,1.143635,9.62
20250911_28020892_IES BEATRIZ GALINDO_url_web_NTP.json,http://www.educa.madrid.org/ies.beatrizgalindo.madrid,1.655765,9.45
20250911_28020909_IES ISABEL LA CATOLICA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.isabellacatolica.boadilla/,0.715663,9.76
20250911_28020909_IES ISABEL LA CATOLICA_url_web_NTP.json,http://www.educa.madrid.org/ies.isabellacatolica.madrid,1.715425,9.43
20250911_28020910_IES JUAN DE LA CIERVA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juandelacierva.madrid/,0.739818,9.75
20250911_28020910_IES JUAN DE LA CIERVA_url_web_NTP.json,http://iesjuandelacierva.es,0.360201,9.88
20250911_28020934_IES CARDENAL CISNEROS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.cardenalcisnero.madrid/,1.290254,9.57
20250911_28020934_IES CARDENAL CISNEROS_url_web_NTP.json,http://www.educa.madrid.org/ies.cardenalcisnero.madrid,1.33896,9.55
20250911_28020946_IES SAN ISIDRO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sanisidro.madrid/,1.337878,9.55
20250911_28020946_IES SAN ISIDRO_url_web_NTP.json,http://www.educa.madrid.org/ies.sanisidro.madrid,0.850465,9.72
20250911_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.emperatrizmaria.madrid/,0.856122,9.71
20250911_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_web_NTP.json,http://www.educa.madrid.org/ies.emperatrizmaria.madrid,0.923359,9.69
20250911_28020961_IES CALDERON DE LA BARCA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.calderondelabar.madrid/,1.274108,9.58
20250911_28020961_IES CALDERON DE LA BARCA_url_web_NTP.json,http://www.educa.madrid.org/ies.calderondelabar.madrid,0.378509,9.87
20250911_28021008_IES VISTA ALEGRE_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.vistaalegre.madrid/,0.90479,9.7
20250911_28021008_IES VISTA ALEGRE_url_web_NTP.json,http://www.educa.madrid.org/ies.vistaalegre.madrid,1.72185,9.43
20250911_28021252_IES PACIFICO_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.pacifico.madrid/,1.215495,9.59
20250911_28021252_IES PACIFICO_url_web_NTP.json,http://www.educa.madrid.org/ies.pacifico.madrid,-0.049665,9.98
20250911_28021549_IES PALOMERAS VALLECAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.palomerasvallecas.madrid/,0.775023,9.74
20250911_28021549_IES PALOMERAS VALLECAS_url_web_NTP.json,http://www.educa.madrid.org/ies.palomerasvallecas.madrid,0.819378,9.73
20250911_28021550_IES GARCIA MORATO_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.garciamorato.madrid/,1.083847,9.64
20250911_28021550_IES GARCIA MORATO_url_web_NTP.json,https://www.educa2.madrid.org/web/centro.ies.garciamorato.madrid,2.343185,9.22
20250911_28021562_IES GRAN CAPITÁN_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.grancapitan.madrid/,0.590784,9.8
20250911_28021562_IES GRAN CAPITÁN_url_web_NTP.json,http://www.educa.madrid.org/ies.grancapitan.madrid,7.423343,7.53
20250911_28022207_IES CARMEN MARTIN GAITE_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.carmenmartingai.moralzarzal/,1.01278,9.66
20250911_28022207_IES CARMEN MARTIN GAITE_url_web_NTP.json,http://www.educa.madrid.org/ies.carmenmartingai.moralzarzal,1.242269,9.59
20250911_28022724_IES CIUDAD ESCOLAR_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.ciudadescolar.madrid/,1.384649,9.54
20250911_28022724_IES CIUDAD ESCOLAR_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudadescolar.madrid,0.603637,9.8
20250911_28023194_IES FELIPE TRIGO_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.felipetrigo.mostoles/,0.831318,9.72
20250911_28023194_IES FELIPE TRIGO_url_web_NTP.json,http://www.educa.madrid.org/ies.felipetrigo.mostoles,1.028241,9.66
20250911_28023212_IES JUAN GRIS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juangris.mostoles/,0.604743,9.8
20250911_28023212_IES JUAN GRIS_url_web_NTP.json,https://www.iesjuangris.com/,1.93018,9.36
20250911_28023327_IES CARMEN MARTIN GAITE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.carmenmartingai.navalcarnero/,1.026058,9.66
20250911_28023327_IES CARMEN MARTIN GAITE_url_web_NTP.json,http://www.educa.madrid.org/ies.carmenmartingai.navalcarnero,0.980094,9.67
20250911_28023911_IES GERARDO DIEGO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.gerardodiego.pozuelodealarcon/,1.312558,9.56
20250911_28023911_IES GERARDO DIEGO_url_web_NTP.json,http://www.educa.madrid.org/ies.gerardodiego.pozuelodealarcon,0.554306,9.82
20250911_28024290_IES VEGA DEL JARAMA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.vegadeljarama.sanfernando/,0.626043,9.79
20250911_28024290_IES VEGA DEL JARAMA_url_web_NTP.json,http://www.educa.madrid.org/ies.vegadeljarama.sanfernando,0.866047,9.71
20250911_28024642_IES JOAN MIRO_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.joanmiro.sansebastian/,0.884367,9.71
20250911_28024642_IES JOAN MIRO_url_web_NTP.json,http://www.educa.madrid.org/ies.joanmiro.sansebastian,1.125963,9.62
20250911_28025014_IES ISAAC PERAL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.isaacperal.torrejondeardoz/,0.722334,9.76
20250911_28025014_IES ISAAC PERAL_url_web_NTP.json,http://www.educa.madrid.org/ies.isaacperal.torrejondeardoz,0.552183,9.82
