fichero,url,compliance_Strict-Transport-Security,compliance_Content-Security-Policy,compliance_X-Content-Type-Options,compliance_X-Frame-Options,compliance_X-XSS-Protection,compliance_Referrer-Policy,compliance_Permissions-Policy,compliance_Cache-Control,compliance_Set-Cookie,compliance_X-Powered-By,compliance_Server,compliance_score,calificacion
20251005_28039852_IES PEREZ GALDOS_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.perezgaldos.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28039852_IES PEREZ GALDOS_url_web_webheader.json,http://www.educa.madrid.org/ies.perezgaldos.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28039864_IES JULIO VERNE_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.julioverne.leganes/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28039864_IES JULIO VERNE_url_web_webheader.json,http://www.educa.madrid.org/ies.julioverne.leganes,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28039876_IES SALVADOR DALÍ_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.salvadordali.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28039876_IES SALVADOR DALÍ_url_web_webheader.json,http://www.educa.madrid.org/ies.salvadordali.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28039888_IES GABRIEL GARCIA MARQUEZ_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.garciamarquez.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28039888_IES GABRIEL GARCIA MARQUEZ_url_web_webheader.json,http://www.educa.madrid.org/ies.garciamarquez.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28039891_IES VILLABLANCA_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.villablanca.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28039891_IES VILLABLANCA_url_web_webheader.json,http://www.educa.madrid.org/ies.villablanca.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28039943_IES CARLOS BOUSOÑO_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.carlosbousono.majadahonda/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28039943_IES CARLOS BOUSOÑO_url_web_webheader.json,http://www.educa.madrid.org/ies.carlosbousono.majadahonda,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28039992_IES LOS ROSALES_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.losrosales.mostoles/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28039992_IES LOS ROSALES_url_web_webheader.json,https://www.educa2.madrid.org/web/centro.ies.losrosales.mostoles,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.45,0.45
20251005_28040003_IES BENJAMIN RUA_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.benjaminrua.mostoles/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040003_IES BENJAMIN RUA_url_web_webheader.json,http://www.educa.madrid.org/ies.benjaminrua.mostoles,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040027_IES LUIS DE GONGORA_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.gongora.torrejondeardoz/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040027_IES LUIS DE GONGORA_url_web_webheader.json,http://www.educa.madrid.org/ies.gongora.torrejondeardoz,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040611_IES AL-SATT_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.alsatt.algete/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040611_IES AL-SATT_url_web_webheader.json,http://www.educa.madrid.org/ies.alsatt.algete,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040660_IES ALDEBARAN_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.aldebaran.alcobendas/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040660_IES ALDEBARAN_url_web_webheader.json,http://www.educa.madrid.org/ies.aldebaran.alcobendas,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,OK_Server,0.36,0.36
20251005_28040672_IES GUSTAVO ADOLFO BECQUER_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.becquer.algete/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040672_IES GUSTAVO ADOLFO BECQUER_url_web_webheader.json,http://www.educa.madrid.org/ies.becquer.algete,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040684_IES CARPE DIEM_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.carpediem.chinchon/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040684_IES CARPE DIEM_url_web_webheader.json,http://www.educa.madrid.org/ies.carpediem.chinchon,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040696_IES JOSÉ HIERRO_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.josehierro.getafe/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040696_IES JOSÉ HIERRO_url_web_webheader.json,http://www.educa.madrid.org/ies.josehierro.getafe,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040702_IES LEON FELIPE_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.leonfelipe.getafe/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040702_IES LEON FELIPE_url_web_webheader.json,http://www.educa.madrid.org/ies.leonfelipe.getafe,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040714_IES DE GUADARRAMA_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.guadarrama/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040714_IES DE GUADARRAMA_url_web_webheader.json,http://www.educa.madrid.org/ies.guadarrama,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,OK_Server,0.36,0.36
20251005_28040726_IES JUAN DE MAIRENA_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.juandemairena.sansebastian/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040726_IES JUAN DE MAIRENA_url_web_webheader.json,https://www.educa2.madrid.org/web/centro.ies.juandemairena.sansebastian,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.45,0.45
20251005_28040738_IES SAN NICASIO_url_aula_webheader.json,http://aulavirtual3.educa.madrid.org/ies.sannicasio.leganes,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"KO_Secure,KO_HttpOnly",OK_X-Powered-By,KO_Server,0.27,0.27
20251005_28040738_IES SAN NICASIO_url_web_webheader.json,http://www.educa.madrid.org/ies.sannicasio.leganes,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040741_IES ITURRALDE_url_aula_webheader.json,https://aulavirtual34.educa.madrid.org/ies.iturralde.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040741_IES ITURRALDE_url_web_webheader.json,http://www.educa.madrid.org/ies.iturralde.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040751_IES VILLA DE VALLECAS_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.villadevallecas.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040751_IES VILLA DE VALLECAS_url_web_webheader.json,http://www.educa.madrid.org/ies.villadevallecas.madrid,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040775_IES SAN JUAN DE LA CRUZ_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.sanjuandelacruz.pozuelodealarcon/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040775_IES SAN JUAN DE LA CRUZ_url_web_webheader.json,http://www.educa.madrid.org/ies.sanjuandelacruz.pozuelodealarcon,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040787_IES EL BURGO-IGNACIO ECHEVERRÍA_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.burgoiecheverria.lasrozas/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040787_IES EL BURGO-IGNACIO ECHEVERRÍA_url_web_webheader.json,http://www.educa.madrid.org/ies.burgoiecheverria.lasrozas,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28040799_IES JULIO PALACIOS_url_aula_webheader.json,https://aulavirtual34.educa.madrid.org/ies.juliopalacios.sansebastian/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28040799_IES JULIO PALACIOS_url_web_webheader.json,http://www.educa.madrid.org/ies.juliopalacios.sansebastian,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28041354_IES AGORA_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.agora.alcobendas/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041354_IES AGORA_url_web_webheader.json,http://www.educa.madrid.org/ies.agora.alcobendas,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28041366_IES EL PINAR_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.elpinar.alcorcon/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041366_IES EL PINAR_url_web_webheader.json,http://www.educa.madrid.org/ies.elpinar.alcorcon,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28041378_IES PROFESOR MAXIMO TRUEBA_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.maximotrueba.boadilla/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041378_IES PROFESOR MAXIMO TRUEBA_url_web_webheader.json,http://www.educa.madrid.org/ies.maximotrueba.boadilla,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28041381_IES DE LA CABRERA_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.lacabrera/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041381_IES DE LA CABRERA_url_web_webheader.json,http://www.educa.madrid.org/ies.lacabrera,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28041391_IES ANTONIO GAUDI_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.antoniogaudi.coslada/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041391_IES ANTONIO GAUDI_url_web_webheader.json,http://www.educa.madrid.org/ies.antoniogaudi.coslada,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28041408_IES JOSÉ LUIS LÓPEZ ARANGUREN_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.lopezaranguren.fuenlabrada/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041408_IES JOSÉ LUIS LÓPEZ ARANGUREN_url_web_webheader.json,http://www.educa.madrid.org/ies.lopezaranguren.fuenlabrada,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041411_IES ALTAIR_url_aula_webheader.json,https://aulavirtual32.educa.madrid.org/ies.altair.getafe/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041411_IES ALTAIR_url_web_webheader.json,http://www.educa.madrid.org/ies.altair.getafe,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041433_IES JUANA DE CASTILLA_url_aula_webheader.json,https://aulavirtual3.educa.madrid.org/ies.juanadecastilla.madrid/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041433_IES JUANA DE CASTILLA_url_web_webheader.json,https://www.educa2.madrid.org/web/centro.ies.juanadecastilla.madrid,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.45,0.45
20251005_28041445_IES MIGUEL DELIBES_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.delibes.mejorada/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041445_IES MIGUEL DELIBES_url_web_webheader.json,http://www.educa.madrid.org/ies.delibes.mejorada,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,OK_nosniff,OK_SAMEORIGIN,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041457_IES EL CAÑAVERAL_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.elcanaveral.mostoles/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
20251005_28041457_IES EL CAÑAVERAL_url_web_webheader.json,http://www.educa.madrid.org/ies.elcanaveral.mostoles,"OK_max_age,KO_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,KO_Cache-Control,"KO_Secure,OK_HttpOnly",KO_X-Powered-By,KO_Server,0.0,0.0
20251005_28041470_IES PROFESOR ANGEL YSERN_url_aula_webheader.json,https://aulavirtual33.educa.madrid.org/ies.angelysern.navalcarnero/,"OK_max_age,OK_includeSubDomains",KO_Content-Security-Policy,KO_nosniff,KO_X-Frame-Options,KO_X-XSS-Protection,KO_Referrer-Policy,KO_Permissions-Policy,OK_Cache-Control,"OK_Secure,OK_HttpOnly",OK_X-Powered-By,KO_Server,0.36,0.36
