fichero,url,dias_restantes,emisor,algoritmo_firma,algoritmo_clave,longitud_clave,calidad,calificacion
20250216_28020934_IES CARDENAL CISNEROS_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.cardenalcisnero.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28020934_IES CARDENAL CISNEROS_url_web_Certificado.json,www.educa.madrid.org/ies.cardenalcisnero.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28020946_IES SAN ISIDRO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.sanisidro.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28020946_IES SAN ISIDRO_url_web_Certificado.json,www.educa.madrid.org/ies.sanisidro.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.emperatrizmaria.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_web_Certificado.json,www.educa.madrid.org/ies.emperatrizmaria.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28020961_IES CALDERON DE LA BARCA_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.calderondelabar.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28020961_IES CALDERON DE LA BARCA_url_web_Certificado.json,www.educa.madrid.org/ies.calderondelabar.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28021008_IES VISTA ALEGRE_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.vistaalegre.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28021008_IES VISTA ALEGRE_url_web_Certificado.json,www.educa.madrid.org/ies.vistaalegre.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28021252_IES PACIFICO_url_aula_Certificado.json,aulavirtual35.educa.madrid.org/ies.pacifico.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28021252_IES PACIFICO_url_web_Certificado.json,www.educa.madrid.org/ies.pacifico.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28021549_IES PALOMERAS VALLECAS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.palomerasvallecas.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28021549_IES PALOMERAS VALLECAS_url_web_Certificado.json,www.educa.madrid.org/ies.palomerasvallecas.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28021550_IES GARCIA MORATO_url_aula_Certificado.json,aulavirtual35.educa.madrid.org/ies.garciamorato.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28021562_IES GRAN CAPITÁN_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.grancapitan.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28021562_IES GRAN CAPITÁN_url_web_Certificado.json,www.educa.madrid.org/ies.grancapitan.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28022207_IES CARMEN MARTIN GAITE_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.carmenmartingai.moralzarzal/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28022207_IES CARMEN MARTIN GAITE_url_web_Certificado.json,www.educa.madrid.org/ies.carmenmartingai.moralzarzal,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28022712_IES ESCUELA TECNICO PROFESIONAL DE LA SALUD DE LA COMUNIDAD DE MADRID_url_web_Certificado.json,www.educa.madrid.org/ies.salud.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28022724_IES CIUDAD ESCOLAR_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.ciudadescolar.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28022724_IES CIUDAD ESCOLAR_url_web_Certificado.json,www.educa.madrid.org/ies.ciudadescolar.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28023194_IES FELIPE TRIGO_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.felipetrigo.mostoles/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28023194_IES FELIPE TRIGO_url_web_Certificado.json,www.educa.madrid.org/ies.felipetrigo.mostoles,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28023212_IES JUAN GRIS_url_web_Certificado.json,www.educa.madrid.org/ies.juangris.mostoles,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28023327_IES CARMEN MARTIN GAITE_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.carmenmartingai.navalcarnero/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28023327_IES CARMEN MARTIN GAITE_url_web_Certificado.json,www.educa.madrid.org/ies.carmenmartingai.navalcarnero,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28023911_IES GERARDO DIEGO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.gerardodiego.pozuelodealarcon/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28023911_IES GERARDO DIEGO_url_web_Certificado.json,www.educa.madrid.org/ies.gerardodiego.pozuelodealarcon,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28024290_IES VEGA DEL JARAMA_url_aula_Certificado.json,aulavirtual35.educa.madrid.org/ies.vegadeljarama.sanfernando/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28024290_IES VEGA DEL JARAMA_url_web_Certificado.json,www.educa.madrid.org/ies.vegadeljarama.sanfernando,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28024642_IES JOAN MIRO_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.joanmiro.sansebastian/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28024642_IES JOAN MIRO_url_web_Certificado.json,www.educa.madrid.org/ies.joanmiro.sansebastian,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025014_IES ISAAC PERAL_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.isaacperal.torrejondeardoz/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025014_IES ISAAC PERAL_url_web_Certificado.json,www.educa.madrid.org/ies.isaacperal.torrejondeardoz,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025026_IES LAS VEREDILLAS_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.lasveredillas.torrejondeardoz/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025026_IES LAS VEREDILLAS_url_web_Certificado.json,www.educa.madrid.org/ies.lasveredillas.torrejondeardoz,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025129_IES ALTO JARAMA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.altojarama.torrelaguna/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025129_IES ALTO JARAMA_url_web_Certificado.json,www.educa.madrid.org/ies.altojarama.torrelaguna,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.victoria.villarejo/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_web_Certificado.json,www.educa.madrid.org/ies.victoria.villarejo,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025828_IES FELIPE II_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.felipesegundo.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28025828_IES FELIPE II_url_web_Certificado.json,www.educa.madrid.org/ies.felipesegundo.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28026031_IES VICENTE ALEIXANDRE_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.vicentealeixand.pinto/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28026031_IES VICENTE ALEIXANDRE_url_web_Certificado.json,www.educa.madrid.org/ies.vicentealeixand.pinto,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28026092_IES LOS CASTILLOS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.loscastillos.alcorcon/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28026092_IES LOS CASTILLOS_url_web_Certificado.json,www.educa.madrid.org/ies.loscastillos.alcorcon,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028301_IES ARQUITECTO PEDRO GUMIEL_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.arquitectopedro.alcala/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028301_IES ARQUITECTO PEDRO GUMIEL_url_web_Certificado.json,www.educa.madrid.org/ies.arquitectopedro.alcala,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028350_IES MARIA MOLINER_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.mariamoliner.coslada/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028350_IES MARIA MOLINER_url_web_Certificado.json,www.educa.madrid.org/ies.mariamoliner.coslada,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028374_IES DIONISIO AGUADO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.dionisioaguado.fuenlabrada/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028374_IES DIONISIO AGUADO_url_web_Certificado.json,www.educa.madrid.org/ies.dionisioaguado.fuenlabrada,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028404_IES BUTARQUE_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.butarque.leganes/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028404_IES BUTARQUE_url_web_Certificado.json,www.educa.madrid.org/ies.butarque.leganes,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028428_IES AVENIDA DE LOS TOREROS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.avenidadelostor.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028428_IES AVENIDA DE LOS TOREROS_url_web_Certificado.json,www.educa.madrid.org/ies.avenidadelostor.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028431_IES MARIANO JOSE DE LARRA_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.larra.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028431_IES MARIANO JOSE DE LARRA_url_web_Certificado.json,www.educa.madrid.org/ies.larra.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028453_IES LA ESTRELLA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.laestrella.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028453_IES LA ESTRELLA_url_web_Certificado.json,www.educa.madrid.org/ies.laestrella.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028465_IES SAN JUAN BAUTISTA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.sanjuanbautista.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028465_IES SAN JUAN BAUTISTA_url_web_Certificado.json,www.educa.madrid.org/ies.sanjuanbautista.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028477_IES JAIME VERA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.jaimevera.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028477_IES JAIME VERA_url_web_Certificado.json,www.educa.madrid.org/ies.jaimevera.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028568_IES MANUEL DE FALLA_url_aula_Certificado.json,aulavirtual35.educa.madrid.org/ies.manueldefalla.mostoles/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028568_IES MANUEL DE FALLA_url_web_Certificado.json,www.educa.madrid.org/ies.manueldefalla.mostoles,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028571_IES LAS ROZAS I_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.uno.lasrozas/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028571_IES LAS ROZAS I_url_web_Certificado.json,www.educa.madrid.org/ies.uno.lasrozas,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028611_IES GONZALO TORRENTE BALLESTER_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.torrenteballest.sansebastian/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028611_IES GONZALO TORRENTE BALLESTER_url_web_Certificado.json,www.educa.madrid.org/ies.torrenteballest.sansebastian,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028672_IES RAMIRO DE MAEZTU_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.ramirodemaeztu.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028672_IES RAMIRO DE MAEZTU_url_web_Certificado.json,www.educa.madrid.org/ies.ramirodemaeztu.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028684_IES JUAN DE HERRERA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.juandeherrera.sanlorenzo/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28028684_IES JUAN DE HERRERA_url_web_Certificado.json,www.educa.madrid.org/ies.juandeherrera.sanlorenzo,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28029251_IES SILVERIO LANZA_url_web_Certificado.json,www.educa.madrid.org/ies.silveriolanza.getafe,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030137_IES FORTUNY_url_aula_Certificado.json,aulavirtual35.educa.madrid.org/ies.fortuny.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030137_IES FORTUNY_url_web_Certificado.json,www.educa.madrid.org/ies.fortuny.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030149_IES CIUDAD DE LOS POETAS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.ciudaddelospoetas.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030149_IES CIUDAD DE LOS POETAS_url_web_Certificado.json,www.educa.madrid.org/ies.ciudaddelospoetas.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030150_IES RAMON Y CAJAL_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.ramonycajal.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030150_IES RAMON Y CAJAL_url_web_Certificado.json,www.educa.madrid.org/ies.ramonycajal.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030162_IES MIGUEL DELIBES_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.delibes.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030162_IES MIGUEL DELIBES_url_web_Certificado.json,www.educa.madrid.org/ies.delibes.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030174_IES CELESTINO MUTIS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.celestinomutis.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030174_IES CELESTINO MUTIS_url_web_Certificado.json,www.educa.madrid.org/ies.celestinomutis.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030186_IES DAMASO ALONSO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.damasoalonso.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030186_IES DAMASO ALONSO_url_web_Certificado.json,www.educa.madrid.org/ies.damasoalonso.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030216_IES HUMANEJOS_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.humanejos.parla/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030216_IES HUMANEJOS_url_web_Certificado.json,www.ieshumanejos.com,36,"CN=R10,O=Let's Encrypt,C=US",sha256,RSA,2048,Aceptable,5
20250216_28030228_IES LEON FELIPE_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.leonfelipe.torrejondeardoz/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030228_IES LEON FELIPE_url_web_Certificado.json,www.educa.madrid.org/ies.leonfelipe.torrejondeardoz,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030241_IES PRADO DE SANTO DOMINGO_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.pradodesantodomingo.alcorcon/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030241_IES PRADO DE SANTO DOMINGO_url_web_Certificado.json,www.educa.madrid.org/ies.pradodesantodomingo.alcorcon,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030575_IES ARTURO SORIA_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.arturosoria.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030575_IES ARTURO SORIA_url_web_Certificado.json,www.educa.madrid.org/ies.arturosoria.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030903_IES MATEO ALEMAN_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.mateoaleman.alcala/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030903_IES MATEO ALEMAN_url_web_Certificado.json,www.educa.madrid.org/ies.mateoaleman.alcala,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030915_IES GALILEO GALILEI_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.galileogalilei.alcorcon/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030915_IES GALILEO GALILEI_url_web_Certificado.json,www.educa.madrid.org/ies.galileogalilei.alcorcon,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030927_IES BLAS DE OTERO_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.blasdeotero.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030927_IES BLAS DE OTERO_url_web_Certificado.json,www.educa.madrid.org/ies.blasdeotero.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030939_IES SAN MATEO_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.sanmateo.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030939_IES SAN MATEO_url_web_Certificado.json,www.educa.madrid.org/ies.sanmateo.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030952_IES MARIANA PINEDA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.marianapineda.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030952_IES MARIANA PINEDA_url_web_Certificado.json,www.educa.madrid.org/ies.marianapineda.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030964_IES VALLECAS-MAGERIT_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.magerit.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030976_IES LAS MUSAS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.lasmusas.madrid/,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20250216_28030976_IES LAS MUSAS_url_web_Certificado.json,www.educa.madrid.org/ies.lasmusas.madrid,292,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
