fichero,url,performance,best-practices,seo,calificacion
20251019_28043028_IES JUAN DE MAIRENA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.juandemairena.sansebastian,0.48,0.66,0.77,6.43
20251019_28044306_IES CARMEN CONDE_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.carmenconde.lasrozas/,0.4,0.71,0.66,6.2
20251019_28044306_IES CARMEN CONDE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.carmenconde.lasrozas,0.17,0.62,0.85,5.65
20251019_28044318_IES LUIS GARCIA BERLANGA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.garciaberlanga.coslada/,0.35,0.96,0.66,7.33
20251019_28044318_IES LUIS GARCIA BERLANGA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.garciaberlanga.coslada,0.46,0.66,0.92,6.75
20251019_28044719_IES RAYUELA_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.rayuela.mostoles/,0.41,0.96,0.66,7.48
20251019_28044719_IES RAYUELA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.rayuela.mostoles,0.92,0.76,0.66,7.75
20251019_28044720_IES EL OLIVO_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.elolivo.parla/,0.42,0.96,0.66,7.5
20251019_28044720_IES EL OLIVO_url_web_LightHouse.json,https://site.educa.madrid.org/ies.elolivo.parla/,0.36,0.96,1,8.2
20251019_28044744_IES DOCTOR MARAÑON_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.maranon.alcala/,0.42,0.96,0.66,7.5
20251019_28044744_IES DOCTOR MARAÑON_url_web_LightHouse.json,http://www.educa.madrid.org/ies.maranon.alcala,0.58,0.79,0.92,7.7
20251019_28044756_IES DUQUE DE RIVAS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.duquederivas.rivas/,0.41,0.96,0.66,7.48
20251019_28044756_IES DUQUE DE RIVAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.duquederivas.rivas,0.58,0.72,0.91,7.33
20251019_28044768_IES ANSELMO LORENZO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.anselmolorenzo.sanmartindelavega/,0.49,0.96,0.66,7.68
20251019_28044768_IES ANSELMO LORENZO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.anselmolorenzo.sanmartindelavega,0.57,0.79,1,7.88
20251019_28044902_IES FRANCISCO DE QUEVEDO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.quevedo.madrid/,0.41,0.96,0.66,7.48
20251019_28044902_IES FRANCISCO DE QUEVEDO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.quevedo.madrid,0.5,0.66,0.92,6.85
20251019_28045025_IES LOS OLIVOS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.losolivos.mejorada/,0.48,0.96,0.58,7.45
20251019_28045025_IES LOS OLIVOS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.losolivos.mejorada,0.92,0.76,0.66,7.75
20251019_28045037_IES MANUEL DE FALLA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.manueldefalla.coslada/,0.39,0.96,0.66,7.43
20251019_28045037_IES MANUEL DE FALLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.manueldefalla.coslada,0.49,0.66,0.92,6.83
20251019_28045049_IES VILLAREJO DE SALVANÉS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.villarejo/,0.5,0.96,0.66,7.7
20251019_28045049_IES VILLAREJO DE SALVANÉS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.villarejo,0.51,0.62,0.85,6.5
20251019_28045050_IES LAZARO CARDENAS_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.lazarocardenas.colladovillalba/,0.41,0.96,0.66,7.48
20251019_28045050_IES LAZARO CARDENAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lazarocardenas.colladovillalba,0.46,0.79,1,7.6
20251019_28045633_IES FRANCISCO DE GOYA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.goya.madrid/,0.43,0.96,0.66,7.53
20251019_28045633_IES FRANCISCO DE GOYA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.goya.madrid,0.6,0.79,0.92,7.75
20251019_28045645_IES PEDRO DE TOLOSA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.pedrodetolosa.sanmartindevaldeiglesias/,0.56,0.96,0.66,7.85
20251019_28045645_IES PEDRO DE TOLOSA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.pedrodetolosa.sanmartindevaldeiglesias,0.89,0.76,0.66,7.68
20251019_28045773_IES SENDA GALIANA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.sendagaliana.torres/,0.41,0.96,0.66,7.48
20251019_28045773_IES SENDA GALIANA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sendagaliana.torres,0.52,0.66,0.92,6.9
20251019_28045797_IES SEFARAD (NO EXISTE)_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sefarad.fuenlabrada,0.0,0.76,0.63,5.38
20251019_28045803_IES HUMANES_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.humanes.humanes/,0.49,0.96,0.66,7.68
20251019_28045803_IES HUMANES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.humanes.humanes,0.55,0.83,0.83,7.6
20251019_28045815_IES AVALON_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.avalon.valdemoro/,0.34,0.96,0.66,7.3
20251019_28045815_IES AVALON_url_web_LightHouse.json,http://www.educa.madrid.org/ies.avalon.valdemoro,0.48,0.66,0.92,6.8
20251019_28045839_IES VALMAYOR_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.valmayor.valdemorillo/,0.41,0.96,0.66,7.48
20251019_28045839_IES VALMAYOR_url_web_LightHouse.json,http://www.educa.madrid.org/ies.valmayor.valdemorillo,0.51,0.66,0.92,6.88
20251019_28045840_IES MADRID-SUR_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.madridsur.madrid/,0.52,0.93,0.66,7.6
20251019_28045840_IES MADRID-SUR_url_web_LightHouse.json,http://www.educa.madrid.org/ies.madridsur.madrid,0.42,0.41,0.85,5.22
20251019_28046091_IES ATENEA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.atenea.alcala/,0.48,0.96,0.66,7.65
20251019_28046091_IES ATENEA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.atenea.alcala,0.46,0.55,0.92,6.2
20251019_28046111_IES ALPEDRETE_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.alpedrete.alpedrete/course/index.php?categoryid=5,0.4,0.96,0.58,7.25
20251019_28046111_IES ALPEDRETE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.alpedrete.alpedrete,0.28,0.62,1,6.3
20251019_28046251_IES FRANCISCO AYALA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.franciscoayala.hoyodemanzanares/,0.41,0.96,0.66,7.48
20251019_28046251_IES FRANCISCO AYALA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.franciscoayala.hoyodemanzanares,0.45,0.66,1,6.92
20251019_28046261_IES IGNACIO ALDECOA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.ignacioaldecoa.getafe/,0.52,0.96,0.66,7.75
20251019_28046261_IES IGNACIO ALDECOA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ignacioaldecoa.getafe,0.49,0.66,0.85,6.65
20251019_28046273_IES MAESTRO JUAN MARIA LEONET_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.maestrojmleonet.villadelprado/,0.41,0.96,0.66,7.48
20251019_28046273_IES MAESTRO JUAN MARIA LEONET_url_web_LightHouse.json,http://www.educa.madrid.org/ies.maestrojmleonet.villadelprado,0.57,0.79,0.92,7.67
20251019_28046297_IES VEGA DEL TAJUÑA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.vegadeltajuna.morata/,0.47,0.96,0.5,7.22
20251019_28046297_IES VEGA DEL TAJUÑA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.vegadeltajuna.morata,0.6,0.79,0.91,7.73
20251019_28046303_IES LAS ENCINAS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.lasencinas.villanuevadelacanada/,0.42,0.96,0.66,7.5
20251019_28046303_IES LAS ENCINAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lasencinas.villanuevadelacanada,0.54,0.62,0.92,6.75
20251019_28046315_IES GRIÑON_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.grinon.grinon/,0.43,0.96,0.66,7.53
20251019_28046315_IES GRIÑON_url_web_LightHouse.json,http://www.educa.madrid.org/ies.grinon.grinon,0.46,0.66,0.85,6.57
20251019_28046339_IES SAN AGUSTIN DE GUADALIX_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.sanagustin.sanagustin/,0.42,0.96,0.66,7.5
20251019_28046339_IES SAN AGUSTIN DE GUADALIX_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sanagustin.sanagustin,0.57,0.76,0.82,7.27
20251019_28046352_IES CAÑADA REAL_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.canadareal.galapagar/,0.56,0.93,0.66,7.7
20251019_28046352_IES CAÑADA REAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.canadareal.galapagar,0.56,0.72,1,7.5
20251019_28046364_IES EL ESCORIAL_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.elescorial.elescorial/,0.52,0.96,0.66,7.75
20251019_28046364_IES EL ESCORIAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.elescorial.elescorial,0.93,0.76,0.66,7.78
20251019_28046522_IES EUROPA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.europa.rivas/,0.42,0.96,0.66,7.5
20251019_28046522_IES EUROPA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.europa.rivas,0.49,0.66,0.92,6.83
20251019_28046558_IES GREGORIO PECES-BARBA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.colmenarejo/,0.54,0.96,0.66,7.8
20251019_28046558_IES GREGORIO PECES-BARBA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.colmenarejo,0.37,0.41,1,5.47
20251019_28048282_IES PUERTA BONITA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.puertabonita.madrid/,0.52,0.96,0.66,7.75
20251019_28048282_IES PUERTA BONITA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.puertabonita.madrid,0.94,0.76,0.66,7.8
20251019_28048294_IES HOTEL ESCUELA DE LA COMUNIDAD DE MADRID_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.hotelescuela.madrid/,0.43,0.96,0.66,7.53
20251019_28048294_IES HOTEL ESCUELA DE LA COMUNIDAD DE MADRID_url_web_LightHouse.json,http://www.educa.madrid.org/ies.hotelescuela.madrid,0.57,0.79,0.92,7.67
20251019_28048476_IES FEDERICO GARCIA LORCA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.garcialorca.lasrozas/,0.42,0.96,0.58,7.3
20251019_28048476_IES FEDERICO GARCIA LORCA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.garcialorca.lasrozas,0.91,0.76,0.66,7.73
20251019_28049341_IES CENTRO DE CAPACITACION AGRARIA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.capacitacionagraria.villaviciosa/,0.42,0.96,0.66,7.5
20251019_28049341_IES CENTRO DE CAPACITACION AGRARIA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.capacitacionagraria.villaviciosa,0.48,0.62,0.77,6.23
20251019_28049560_IES MIGUEL DE CERVANTES_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.cervantes.mostoles/,0.52,0.96,0.66,7.75
20251019_28049560_IES MIGUEL DE CERVANTES_url_web_LightHouse.json,https://site.educa.madrid.org/ies.cervantes.mostoles/,0.44,0.93,0.83,7.83
20251019_28050525_IES GABRIELA MISTRAL_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.gabrielamistral.arroyomolinos/,0.54,0.96,0.66,7.8
20251019_28050525_IES GABRIELA MISTRAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.gabrielamistral.arroyomolinos,0.54,0.76,0.75,7.03
20251019_28050537_IES ALFONSO MORENO_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.alfonsomoreno.brunete/,0.42,0.96,0.66,7.5
20251019_28050537_IES ALFONSO MORENO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.alfonsomoreno.brunete,0.58,0.79,1,7.9
20251019_28050549_IES GABRIEL CISNEROS_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.gabrielcisneros.mostoles/,0.56,0.96,0.66,7.85
20251019_28050549_IES GABRIEL CISNEROS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.gabrielcisneros.mostoles,0.52,0.62,0.85,6.52
20251019_28050550_IES SEVILLA LA NUEVA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.sevillalanueva.sevilla/,0.51,0.96,0.66,7.72
20251019_28050550_IES SEVILLA LA NUEVA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sevillalanueva.sevilla,0.93,0.76,0.66,7.78
20251019_28050562_IES SAPERE AUDE_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.villanuevadelpardillo/,0.35,0.96,0.66,7.33
20251019_28050562_IES SAPERE AUDE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.villanuevadelpardillo,0.56,0.79,0.92,7.65
20251019_28050720_IES MIGUEL DE CERVANTES_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.cervantes.mostoles/,0.42,0.96,0.66,7.5
20251019_28050720_IES MIGUEL DE CERVANTES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.cervantes.mostoles,0.05,0.76,0.83,6.0
20251019_28050732_IES PROFESOR JULIO PEREZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.profesorjulioperez.rivas/,0.41,0.96,0.66,7.48
20251019_28050732_IES PROFESOR JULIO PEREZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.profesorjulioperez.rivas,0.38,0.62,0.92,6.35
20251019_28057180_IES LAS AMERICAS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.lasamericas.parla/,0.41,0.96,0.66,7.48
20251019_28057180_IES LAS AMERICAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lasamericas.parla,0.3,0.76,1,7.05
20251019_28057209_IES ANA MARIA MATUTE_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.anammatute.velilla/,0.42,0.96,0.66,7.5
20251019_28057209_IES ANA MARIA MATUTE_url_web_LightHouse.json,https://www.educa2.madrid.org/web/centro.ies.anammatute.velilla,0.38,0.79,0.85,7.03
20251019_28057210_IES GASPAR SANZ_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.gasparsanz.meco/,0.51,0.96,0.66,7.72
20251019_28057210_IES GASPAR SANZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.gasparsanz.meco,0.52,0.76,1,7.6
20251019_28057222_IES ADOLFO SUAREZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.adolfosuarez.paracuellos/,0.52,0.96,0.58,7.55
20251019_28057222_IES ADOLFO SUAREZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.adolfosuarez.paracuellos,0.45,0.76,0.92,7.23
20251019_28057271_IES RENACIMIENTO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.renacimiento.madrid/,0.42,0.96,0.66,7.5
20251019_28057271_IES RENACIMIENTO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.renacimiento.madrid,0.43,0.79,1,7.53
20251019_28057751_IES SIERRA DE GUADARRAMA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.sierradeguadarrama.soto/,0.5,0.96,0.66,7.7
20251019_28057751_IES SIERRA DE GUADARRAMA_url_web_LightHouse.json,https://www.iessoto.es,0.5,0.75,0.92,7.3
20251019_28058603_IES NUMANCIA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.numancia.madrid/,0.44,0.5,0.66,5.25
20251019_28058603_IES NUMANCIA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.numancia.madrid,0.51,0.59,0.85,6.35
20251019_28058615_IES ESCUELA DE HOSTELERIA Y TURISMO_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.hosteleria.alcala/,0.4,0.96,0.66,7.45
20251019_28058615_IES ESCUELA DE HOSTELERIA Y TURISMO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.hosteleria.alcala,0.92,0.76,0.66,7.75
20251019_28058627_IES JOSE SARAMAGO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.josesaramago.arganda/,0.53,0.96,0.66,7.78
20251019_28058627_IES JOSE SARAMAGO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.josesaramago.arganda,0.48,0.76,0.83,7.08
20251019_28058639_IES ATENEA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.atenea.sansebastian/,0.5,0.93,0.66,7.55
20251019_28058639_IES ATENEA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.atenea.sansebastian,0.48,0.62,0.92,6.6
20251019_28058640_IES ARQUITECTO VENTURA RODRIGUEZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.arquitectoventurarodriguez.boadilla/,0.54,0.96,0.66,7.8
20251019_28058640_IES ARQUITECTO VENTURA RODRIGUEZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.arquitectoventurarodriguez.boadilla,0.58,0.79,1,7.9
20251019_28058652_IES JOSE SARAMAGO_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.josesaramago.majadahonda/,0.41,0.96,0.66,7.48
20251019_28058652_IES JOSE SARAMAGO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.josesaramago.majadahonda,0.45,0.66,0.85,6.55
20251019_28058664_IES BARRIO LORANCA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.barrioloranca.fuenlabrada/,0.52,0.96,0.66,7.75
20251019_28058664_IES BARRIO LORANCA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.barrioloranca.fuenlabrada,0.45,0.45,0.92,5.67
20251019_28058676_IES EL ALAMO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.elalamo.elalamo/,0.54,0.96,0.66,7.8
20251019_28058676_IES EL ALAMO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.elalamo.elalamo,0.93,0.76,0.66,7.78
20251019_28058688_IES MIGUEL DELIBES_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.migueldelibes.torrejondelacalzada/,0.44,0.96,0.66,7.55
20251019_28058688_IES MIGUEL DELIBES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.migueldelibes.torrejondelacalzada,0.5,0.76,1,7.55
20251019_28059279_IES SABINO FERNANDEZ CAMPO_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.sabinofernandezcampo.robledo/,0.5,0.96,0.66,7.7
20251019_28059279_IES SABINO FERNANDEZ CAMPO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sabinofernandezcampo.robledo,0.46,0.59,0.92,6.4
20251019_28060373_IES LAZARO CARRETER_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.lazarocarreter.alcala/,0.44,0.96,0.66,7.55
20251019_28060373_IES LAZARO CARRETER_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lazarocarreter.alcala,0.41,0.59,0.77,5.9
20251019_28060385_IES MIGUEL DE CERVANTES_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.migueldecervantes.daganzo/,0.41,0.96,0.66,7.48
20251019_28060385_IES MIGUEL DE CERVANTES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.migueldecervantes.daganzo,0.44,0.62,0.92,6.5
20251019_28060397_IES DON PELAYO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.donpelayo.villalbilla/,0.42,0.96,0.66,7.5
20251019_28060397_IES DON PELAYO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.donpelayo.villalbilla,0.55,0.72,1,7.48
20251019_28062011_IES SANTIAGO RUSIÑOL_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.santiagorusinol.aranjuez/,0.49,0.96,0.58,7.48
20251019_28062011_IES SANTIAGO RUSIÑOL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.santiagorusinol.aranjuez,0.34,0.66,0.85,6.28
20251019_28062023_IES MAESTRO MATIAS BRAVO_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.maestromatiasbravo.valdemoro/,0.35,0.96,0.58,7.12
20251019_28062023_IES MAESTRO MATIAS BRAVO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.maestromatiasbravo.valdemoro,0.32,0.55,0.85,5.67
20251019_28062035_IES FRANCISCO UMBRAL_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.franciscoumbral.ciempozuelos/,0.5,0.96,0.66,7.7
20251019_28062035_IES FRANCISCO UMBRAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.franciscoumbral.ciempozuelos,0.38,0.45,0.85,5.32
20251019_28062126_IES VILLAVERDE_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/cepa.villaverde.madrid/,0.52,0.96,0.66,7.75
20251019_28062126_IES VILLAVERDE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.villaverde.madrid,0.56,0.79,0.92,7.65
20251019_28064007_IES ANTARES_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.antares.rivas/,0.55,0.96,0.66,7.82
20251019_28064007_IES ANTARES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.antares.rivas,0.57,0.76,1,7.72
20251019_28064044_IES LUIS GARCIA BERLANGA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.luisgarciaberlanga.guadalix/,0.41,0.96,0.66,7.48
20251019_28064044_IES LUIS GARCIA BERLANGA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.luisgarciaberlanga.guadalix,0.54,0.79,0.92,7.6
20251019_28065644_IES GONZALO ANES_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.gonzaloanes.colladomediano/,0.43,0.96,0.58,7.33
20251019_28065644_IES GONZALO ANES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.gonzaloanes.colladomediano,0.37,0.79,0.92,7.18
20251019_28065841_IES CAMPO REAL_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.camporeal/,0.44,0.93,0.66,7.4
20251019_28065841_IES CAMPO REAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.camporeal,0.51,0.66,0.85,6.7
20251019_28067628_IES CALDERON DE LA BARCA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.calderon.pinto/,0.36,0.96,0.66,7.35
20251019_28067628_IES CALDERON DE LA BARCA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.calderon.pinto,0.92,0.76,0.66,7.75
20251019_28069391_IES FERNANDO FERNAN GOMEZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.fernangomez.humanes/,0.54,0.96,0.66,7.8
20251019_28069391_IES FERNANDO FERNAN GOMEZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.fernangomez.humanes,0.52,0.59,0.85,6.38
20251019_28069844_IES JIMENA MENENDEZ PIDAL_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.jimenamenendezpidal.fuenlabrada/,0.41,0.96,0.66,7.48
20251019_28069844_IES JIMENA MENENDEZ PIDAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.jimenamenendezpidal.fuenlabrada,0.56,0.66,0.92,7.0
20251019_28070962_IES CARPE DIEM_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.carpediem.fuenlabrada/,0.53,0.96,0.66,7.78
20251019_28070962_IES CARPE DIEM_url_web_LightHouse.json,https://www.educa2.madrid.org/web/centro.ies.carpediem.fuenlabrada,0.49,0.82,0.92,7.62
20251019_28070974_IES NICOLAS COPERNICO_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.nicolascopernico.parla/,0.53,0.96,0.5,7.38
20251019_28070974_IES NICOLAS COPERNICO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.nicolascopernico.parla,0.27,0.34,0.85,4.5
20251019_28071310_IES CORTES DE CADIZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.cortesdecadiz.elmolar/,0.39,0.96,0.66,7.43
20251019_28071310_IES CORTES DE CADIZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.cortesdecadiz.elmolar,0.53,0.62,0.92,6.72
20251019_28072090_IES OCTAVIO PAZ (NO HAY AULA)_url_web_LightHouse.json,https://www.educa2.madrid.org/web/centro.ies.octaviopaz.mostoles,0.31,0.57,0.77,5.55
20251019_28072107_IES LA SENDA_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.lasenda.getafe/,0.44,0.96,0.66,7.55
20251019_28072107_IES LA SENDA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lasenda.getafe,0.59,0.79,1,7.92
20251019_28072223_IES PEDRO DUQUE_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.pedroduque.leganes/,0.41,0.96,0.66,7.48
20251019_28072223_IES PEDRO DUQUE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.pedroduque.leganes,0.38,0.45,1,5.7
20251019_28072673_IES FRANCISCO AYALA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.franciscoayala.madrid/,0.55,0.96,0.66,7.82
20251019_28072673_IES FRANCISCO AYALA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.franciscoayala.madrid,0.42,0.62,0.92,6.45
20251019_28073859_IES MANUEL FRAGA IRIBARNE_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.manuelfragairibarne.madrid/,0.37,0.71,0.66,6.12
20251019_28073859_IES MANUEL FRAGA IRIBARNE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.manuelfragairibarne.madrid,0.31,0.66,0.77,6.0
20251019_28074037_IES JORGE GUILLEN_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.jorgeguillen.alcorcon/,0.49,0.96,0.66,7.68
20251019_28074037_IES JORGE GUILLEN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.jorgeguillen.alcorcon,0.93,0.76,0.66,7.78
20251019_28074049_IES GONZALO CHACON_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.gonzalochacon.arroyomolinos/,0.54,0.96,0.66,7.8
20251019_28074049_IES GONZALO CHACON_url_web_LightHouse.json,http://www.educa.madrid.org/ies.gonzalochacon.arroyomolinos,0.42,0.59,0.85,6.12
